manufacturer,name,gpuName,architecture,generation,releaseDate,baseClock,boostClock,memoryClock,memorySize,memoryType,memoryBus,memoryBandwidth,shaders,tensorCores,rtCores,fp32,fp16,fp64,tdp,cuda,processSize,transistors,dieSize,foundry,busInterface,sms,l2Cache,url
NVIDIA,Quadro K4000M,GK104,Kepler,Quadro Kepler-M(Kx000M),2012-06-01,601.0,601.0,700.0,4.0,GDDR5,256,89.6,960,,,1.15,,0.05,100,3.0,28,3.54,294.0,TSMC,MXM-B (3.0),,0.5,https://www.techpowerup.com/gpu-specs/quadro-k4000m.c1422
NVIDIA,Quadro K5000,GK104,Kepler,Quadro Kepler(Kx000),2012-08-17,706.0,706.0,1350.0,4.0,GDDR5,256,172.8,1536,,,2.17,,0.09,122,3.0,28,3.54,294.0,TSMC,PCIe 2.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/quadro-k5000.c565
NVIDIA,Quadro K5000 Mac Edition,GK104,Kepler,Quadro Kepler(Kx000),2012-08-07,706.0,706.0,1350.0,4.0,GDDR5,256,172.8,1536,,,2.17,,0.09,122,3.0,28,3.54,294.0,TSMC,PCIe 2.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/quadro-k5000-mac-edition.c1325
NVIDIA,Quadro K5000M,GK104,Kepler,Quadro Kepler-M(Kx000M),2012-08-07,601.0,601.0,750.0,4.0,GDDR5,256,96.0,1344,,,1.61,,0.07,100,3.0,28,3.54,294.0,TSMC,MXM-B (3.0),,0.5,https://www.techpowerup.com/gpu-specs/quadro-k5000m.c1397
NVIDIA,Quadro K500M,GK107,Kepler,Quadro Kepler-M(Kx000M),2012-06-01,709.0,709.0,800.0,1.0,DDR3,64,12.8,192,,,0.27,,0.01,35,3.0,28,1.27,118.0,TSMC,MXM-A (3.0),,0.128,https://www.techpowerup.com/gpu-specs/quadro-k500m.c1426
NVIDIA,Tesla K10,GK104,Kepler,Tesla Kepler(Kxx),2012-05-01,745.0,745.0,1250.0,4.0,GDDR5,256,160.0,1536,,,2.29,,0.1,225,3.0,28,3.54,294.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/tesla-k10.c918
NVIDIA,Tesla K20c,GK110,Kepler,Tesla Kepler(Kxx),2012-11-12,706.0,706.0,1300.0,5.0,GDDR5,320,208.0,2496,,,3.52,,1.17,225,3.5,28,7.08,561.0,TSMC,PCIe 2.0 x16,,1.25,https://www.techpowerup.com/gpu-specs/tesla-k20c.c564
NVIDIA,Tesla K20X,GK110,Kepler,Tesla Kepler(Kxx),2012-11-12,732.0,732.0,1300.0,6.0,GDDR5,384,249.6,2688,,,3.94,,1.31,235,3.5,28,7.08,561.0,TSMC,PCIe 3.0 x16,,1.5,https://www.techpowerup.com/gpu-specs/tesla-k20x.c2315
NVIDIA,Tesla K20Xm,GK110,Kepler,Tesla Kepler(Kxx),2012-11-12,732.0,732.0,1300.0,6.0,GDDR5,384,249.6,2688,,,3.94,,1.31,235,3.5,28,7.08,561.0,TSMC,PCIe 3.0 x16,,1.5,https://www.techpowerup.com/gpu-specs/tesla-k20xm.c1884
AMD,FirePro A300,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-06-06,760.0,905.0,,,System Shared,,,384,,,0.69,,,65,,32,1.3,246.0,GlobalFoundries,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/firepro-a300.c1889
AMD,FirePro A320,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-06-06,800.0,955.0,,,System Shared,,,384,,,0.73,,,100,,32,1.3,246.0,GlobalFoundries,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/firepro-a320.c1890
AMD,FirePro M2000,Turks,TeraScale 2,FirePro Mobile(Mx000),2012-07-01,500.0,500.0,800.0,1.0,GDDR5,64,25.6,480,,,0.48,,,33,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/firepro-m2000.c1676
AMD,FirePro M4000,Chelsea,GCN 1.0,FirePro Mobile(Mx000),2012-06-27,675.0,675.0,1000.0,1.0,GDDR5,128,64.0,512,,,0.69,,0.04,33,,28,1.5,123.0,TSMC,MXM-A (3.0),,0.25,https://www.techpowerup.com/gpu-specs/firepro-m4000.c1677
AMD,FirePro M6000,Heathrow,GCN 1.0,FirePro Mobile(Mx000),2012-07-01,800.0,800.0,1000.0,2.0,GDDR5,128,64.0,640,,,1.02,,0.06,43,,28,1.5,123.0,TSMC,MXM-B (3.0),,0.25,https://www.techpowerup.com/gpu-specs/firepro-m6000.c1678
AMD,FirePro S10000,Tahiti,GCN 1.0,FirePro Server(Sx000),2012-11-12,825.0,950.0,1250.0,3.0,GDDR5,384,240.0,1792,,,3.4,,0.85,375,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/firepro-s10000.c802
AMD,FirePro S10000 Passive,Tahiti,GCN 1.0,FirePro Server(Sx000),2012-11-12,825.0,950.0,1250.0,3.0,GDDR5,384,240.0,1792,,,3.4,,0.85,375,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/firepro-s10000-passive.c2507
AMD,FirePro S7000,Pitcairn,GCN 1.0,FirePro Server(Sx000),2012-08-27,950.0,950.0,1200.0,4.0,GDDR5,256,153.6,1280,,,2.43,,0.15,150,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/firepro-s7000.c801
AMD,FirePro S9000,Tahiti,GCN 1.0,FirePro Server(Sx000),2012-08-24,900.0,900.0,1375.0,6.0,GDDR5,384,264.0,1792,,,3.23,,0.81,225,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/firepro-s9000.c1879
AMD,FirePro S9010,Tahiti,GCN 1.0,FirePro Server(Sx000),2012-08-24,800.0,800.0,1250.0,3.0,GDDR5,384,240.0,1792,,,2.87,,0.72,200,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/firepro-s9010.c3237
AMD,FirePro V3900,Turks,TeraScale 2,FirePro Terascale(Vx900),2012-02-07,650.0,650.0,900.0,1.0,GDDR3,128,28.8,480,,,0.62,,,50,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/firepro-v3900.c579
AMD,FirePro W4000,Pitcairn,GCN 1.0,FirePro GCN(Wx000),2012-08-07,825.0,825.0,800.0,2.0,GDDR5,256,102.4,768,,,1.27,,0.08,75,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/firepro-w4000.c1880
AMD,FirePro W5000,Pitcairn,GCN 1.0,FirePro GCN(Wx000),2012-08-07,825.0,825.0,800.0,2.0,GDDR5,256,102.4,768,,,1.27,,0.08,75,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/firepro-w5000.c588
AMD,FirePro W600,Cape Verde,GCN 1.0,FirePro GCN(Wx000),2012-06-13,750.0,750.0,1000.0,2.0,GDDR5,128,64.0,512,,,0.77,,0.05,75,,28,1.5,123.0,TSMC,PCIe 3.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/firepro-w600.c562
AMD,FirePro W7000,Pitcairn,GCN 1.0,FirePro GCN(Wx000),2012-06-13,950.0,950.0,1200.0,4.0,GDDR5,256,153.6,1280,,,2.43,,0.15,150,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/firepro-w7000.c587
AMD,FirePro W8000,Tahiti,GCN 1.0,FirePro GCN(Wx000),2012-06-14,900.0,900.0,1375.0,4.0,GDDR5,256,176.0,1792,,,3.23,,0.81,225,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/firepro-w8000.c586
AMD,FirePro W9000,Tahiti,GCN 1.0,FirePro GCN(Wx000),2012-06-14,975.0,975.0,1375.0,6.0,GDDR5,384,264.0,2048,,,3.99,,1.0,274,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/firepro-w9000.c585
AMD,Radeon HD 6850 1440SP Edition,Cypress,TeraScale 2,Northern Islands(HD 6800),2012-08-21,725.0,725.0,1000.0,1.0,GDDR5,256,128.0,1440,,,2.09,,0.42,151,,40,2.15,334.0,TSMC,PCIe 2.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/radeon-hd-6850-1440sp-edition.c2219
AMD,Radeon HD 7290 IGP,Loveland,TeraScale 2,TeraScale 2 IGP(Wrestler 2 Mobile),2012-06-06,276.0,276.0,,,System Shared,,,80,,,0.04,,,18,,40,0.45,75.0,TSMC,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7290-igp.c1999
AMD,Radeon HD 7310 IGP,Loveland,TeraScale 2,TeraScale 2 IGP(Wrestler 2 Mobile),2012-06-06,500.0,500.0,,,System Shared,,,80,,,0.08,,,18,,40,0.45,75.0,TSMC,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7310-igp.c884
AMD,Radeon HD 7330M,Robson,TeraScale 2,London(HD 7300M),2012-01-07,650.0,650.0,500.0,1.0,GDDR3,64,8.0,80,,,0.1,,,5,,40,0.29,59.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7330m.c1194
AMD,Radeon HD 7340 IGP,Loveland,TeraScale 2,TeraScale 2 IGP(Wrestler 2 Mobile),2012-06-06,523.0,523.0,,,System Shared,,,80,,,0.08,,,18,,40,0.45,75.0,TSMC,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7340-igp.c885
AMD,Radeon HD 7350 OEM,Cedar,TeraScale 2,Southern Islands(HD 7300),2012-01-05,650.0,650.0,800.0,0.5,GDDR3,64,12.8,80,,,0.1,,,19,,40,0.29,59.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7350-oem.c632
AMD,Radeon HD 7350 OEM PCI,Cedar,TeraScale 2,Southern Islands(HD 7300),2012-01-05,650.0,650.0,500.0,0.5,GDDR3,64,8.0,80,,,0.1,,,19,,40,0.29,59.0,TSMC,PCI,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7350-oem-pci.c2365
AMD,Radeon HD 7350M,Robson,TeraScale 2,London(HD 7300M),2012-01-07,650.0,650.0,500.0,1.0,GDDR3,64,8.0,80,,,0.1,,,7,,40,0.29,59.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7350m.c1196
AMD,Radeon HD 7370M,Robson,TeraScale 2,London(HD 7300M),2012-01-07,750.0,750.0,800.0,1.0,DDR3,64,12.8,80,,,0.12,,,11,,40,0.29,59.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7370m.c1192
AMD,Radeon HD 7400G IGP,Scrapper,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-10-02,327.0,424.0,,,System Shared,,,192,,,0.16,,,17,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7400g-igp.c1399
AMD,Radeon HD 7420G IGP,Scrapper Lite,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-06-06,480.0,655.0,,,System Shared,,,128,,,0.17,,,35,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7420g-igp.c683
AMD,Radeon HD 7430M,Seymour,TeraScale 2,London(HD 7400M),2012-01-07,600.0,600.0,800.0,1.0,DDR3,64,12.8,160,,,0.19,,,7,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7430m.c1205
AMD,Radeon HD 7450 OEM,Caicos,TeraScale 2,Southern Islands(HD 7400),2012-01-05,625.0,625.0,533.0,0.5,GDDR3,64,8.528,160,,,0.2,,,18,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7450-oem.c300
AMD,Radeon HD 7450A,Caicos,TeraScale 2,All-In-One(HD 7000),2012-01-05,625.0,625.0,800.0,0.5,GDDR3,64,12.8,160,,,0.2,,,25,,40,0.37,67.0,TSMC,MXM-A (3.0),,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7450a.c1688
AMD,Radeon HD 7450M,Seymour,TeraScale 2,London(HD 7400M),2012-01-07,750.0,750.0,900.0,1.0,DDR3,64,14.4,160,,,0.24,,,7,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7450m.c369
AMD,Radeon HD 7470 OEM,Caicos,TeraScale 2,Southern Islands(HD 7400),2012-01-05,750.0,750.0,900.0,1.0,GDDR5,64,28.8,160,,,0.24,,,27,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7470-oem.c299
AMD,Radeon HD 7470A,Caicos,TeraScale 2,All-In-One(HD 7000),2012-01-05,625.0,625.0,800.0,0.5,GDDR3,64,12.8,160,,,0.2,,,25,,40,0.37,67.0,TSMC,MXM-A (3.0),,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7470a.c2394
AMD,Radeon HD 7470M,Seymour,TeraScale 2,London(HD 7400M),2012-01-07,750.0,800.0,900.0,1.0,DDR3,64,14.4,160,,,0.26,,,25,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7470m.c370
AMD,Radeon HD 7480D IGP,Scrapper Lite,TeraScale 3,TeraScale 3 IGP(Trinity),2012-10-02,720.0,720.0,,,System Shared,,,128,,,0.18,,,65,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7480d-igp.c822
AMD,Radeon HD 7490M,Seymour,TeraScale 2,London(HD 7400M),2012-01-07,800.0,800.0,950.0,1.0,GDDR5,64,30.4,160,,,0.26,,,9,,40,0.37,67.0,TSMC,PCIe 2.0 x16,,0.128,https://www.techpowerup.com/gpu-specs/radeon-hd-7490m.c371
AMD,Radeon HD 7500G IGP,Devastator Lite,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-05-15,327.0,424.0,,,System Shared,,,256,,,0.22,,,17,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7500g-igp.c684
AMD,Radeon HD 7510M,Thames,TeraScale 2,London(HD 7500M),2012-01-07,450.0,450.0,800.0,1.0,DDR3,64,12.8,400,,,0.36,,,11,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7510m.c372
AMD,Radeon HD 7520G IGP,Scrapper,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-06-06,496.0,686.0,,,System Shared,,,192,,,0.26,,,35,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7520g-igp.c685
AMD,Radeon HD 7530M,Thames,TeraScale 2,London(HD 7500M),2012-01-07,450.0,450.0,900.0,1.0,DDR3,64,14.4,400,,,0.36,,,11,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7530m.c373
AMD,Radeon HD 7540D IGP,Scrapper,TeraScale 3,TeraScale 3 IGP(Trinity),2012-10-02,760.0,760.0,,,System Shared,,,192,,,0.29,,,65,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7540d-igp.c823
AMD,Radeon HD 7550M,Thames,TeraScale 2,London(HD 7500M),2012-01-07,500.0,500.0,900.0,1.0,DDR3,128,28.8,480,,,0.48,,,14,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7550m.c2290
AMD,Radeon HD 7560D IGP,Devastator Lite,TeraScale 3,TeraScale 3 IGP(Trinity),2012-10-02,760.0,760.0,,,System Shared,,,256,,,0.39,,,65,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7560d-igp.c824
AMD,Radeon HD 7560G IGP,Devastator Lite,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-05-15,496.0,760.0,,,System Shared,,,256,,,0.39,,,35,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7560g-igp.c2408
AMD,Radeon HD 7570,Turks,TeraScale 2,Southern Islands(HD 7500),2012-01-05,650.0,650.0,800.0,1.0,GDDR3,128,25.6,480,,,0.62,,,60,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7570.c393
AMD,Radeon HD 7570M,Thames,TeraScale 2,London(HD 7500M),2012-01-07,500.0,500.0,800.0,1.0,GDDR5,64,25.6,480,,,0.48,,,13,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7570m.c399
AMD,Radeon HD 7590M,Thames,TeraScale 2,London(HD 7500M),2012-01-07,600.0,600.0,800.0,1.0,GDDR5,64,25.6,480,,,0.58,,,18,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7590m.c376
AMD,Radeon HD 7600G IGP,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-09-01,320.0,424.0,,,System Shared,,,384,,,0.33,,,19,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7600g-igp.c1400
AMD,Radeon HD 7610M,Whistler,TeraScale 2,London(HD 7600M),2012-01-07,500.0,500.0,800.0,1.0,GDDR3,128,25.6,400,,,0.4,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7610m.c377
AMD,Radeon HD 7620G IGP,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-05-15,360.0,497.0,,,System Shared,,,384,,,0.38,,,25,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7620g-igp.c686
AMD,Radeon HD 7630M,Thames,TeraScale 2,London(HD 7600M),2012-01-07,450.0,450.0,800.0,1.0,DDR3,128,25.6,480,,,0.43,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7630m.c378
AMD,Radeon HD 7640G IGP,Devastator Lite,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-05-15,496.0,655.0,,,System Shared,,,256,,,0.34,,,35,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7640g-igp.c701
AMD,Radeon HD 7650A,Onega,TeraScale 2,All-In-One(HD 7000),2012-01-05,600.0,600.0,900.0,1.0,DDR3,128,28.8,480,,,0.58,,,33,,40,0.72,118.0,TSMC,MXM-A (3.0),,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7650a.c1694
AMD,Radeon HD 7650M,Thames,TeraScale 2,London(HD 7600M),2012-01-07,500.0,500.0,800.0,1.0,DDR3,128,25.6,480,,,0.48,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7650m.c1210
AMD,Radeon HD 7650M Rebrand,Whistler,TeraScale 2,London(HD 7600M),2012-03-28,485.0,485.0,800.0,1.0,DDR3,128,25.6,480,,,0.47,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7650m-rebrand.c2291
AMD,Radeon HD 7660D IGP,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity),2012-10-02,760.0,760.0,,,System Shared,,,384,,,0.58,,,100,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7660d-igp.c825
AMD,Radeon HD 7660G IGP,Devastator,TeraScale 3,TeraScale 3 IGP(Trinity Mobile),2012-05-15,686.0,686.0,,,System Shared,,,384,,,0.53,,,35,,32,1.3,246.0,GlobalFoundries,IGP,,,https://www.techpowerup.com/gpu-specs/radeon-hd-7660g-igp.c688
AMD,Radeon HD 7670 OEM,Turks,TeraScale 2,Southern Islands(HD 7600),2012-01-05,800.0,800.0,1000.0,0.5,GDDR5,128,64.0,480,,,0.77,,,66,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7670-oem.c392
AMD,Radeon HD 7670A,Turks,TeraScale 2,All-In-One(HD 7000),2012-01-05,600.0,600.0,1000.0,1.0,GDDR5,128,64.0,480,,,0.58,,,45,,40,0.72,118.0,TSMC,MXM-A (3.0),,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7670a.c1689
AMD,Radeon HD 7670M,Thames,TeraScale 2,London(HD 7600M),2012-02-17,600.0,600.0,900.0,1.0,DDR3,128,28.8,480,,,0.58,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7670m.c380
AMD,Radeon HD 7670M Rebrand,Whistler,TeraScale 2,London(HD 7600M),2012-07-01,600.0,600.0,900.0,1.0,GDDR3,128,28.8,480,,,0.58,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7670m-rebrand.c2321
AMD,Radeon HD 7690M Rebrand,Whistler,TeraScale 2,London(HD 7600M),2012-01-07,600.0,600.0,800.0,1.0,GDDR3,128,25.6,480,,,0.58,,,20,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7690m-rebrand.c1199
AMD,Radeon HD 7690M XT Rebrand,Whistler,TeraScale 2,London(HD 7600M),2012-01-04,725.0,725.0,800.0,1.0,GDDR5,128,51.2,480,,,0.7,,,25,,40,0.72,118.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7690m-xt-rebrand.c2296
AMD,Radeon HD 7730M,Chelsea,GCN 1.0,London(HD 7700M),2012-04-24,575.0,675.0,900.0,2.0,DDR3,128,28.8,512,,,0.69,,0.04,25,,28,1.5,123.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7730m.c1200
AMD,Radeon HD 7750,Cape Verde,GCN 1.0,Southern Islands(HD 7700),2012-02-15,800.0,800.0,1125.0,1.0,GDDR5,128,72.0,512,,,0.82,,0.05,55,,28,1.5,123.0,TSMC,PCIe 3.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7750.c309
AMD,Radeon HD 7750M,Chelsea,GCN 1.0,London(HD 7700M),2012-04-24,575.0,575.0,1000.0,1.0,GDDR5,128,64.0,512,,,0.59,,0.04,28,,28,1.5,123.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7750m.c384
AMD,Radeon HD 7770 GHz Edition,Cape Verde,GCN 1.0,Southern Islands(HD 7700),2012-02-15,1000.0,1000.0,1125.0,1.0,GDDR5,128,72.0,640,,,1.28,,0.08,80,,28,1.5,123.0,TSMC,PCIe 3.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7770-ghz-edition.c308
AMD,Radeon HD 7770M,Chelsea,GCN 1.0,London(HD 7700M),2012-04-24,675.0,675.0,1000.0,1.0,GDDR5,128,64.0,512,,,0.69,,0.04,32,,28,1.5,123.0,TSMC,PCIe 2.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7770m.c1204
AMD,Radeon HD 7850,Pitcairn,GCN 1.0,Southern Islands(HD 7800),2012-03-05,860.0,860.0,1200.0,2.0,GDDR5,256,153.6,1024,,,1.76,,0.11,130,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/radeon-hd-7850.c1055
AMD,Radeon HD 7850M,Heathrow,GCN 1.0,London(HD 7800M),2012-04-24,675.0,675.0,1000.0,2.0,GDDR5,128,64.0,640,,,0.86,,0.05,40,,28,1.5,123.0,TSMC,PCIe 3.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7850m.c386
AMD,Radeon HD 7870 GHz Edition,Pitcairn,GCN 1.0,Southern Islands(HD 7800),2012-03-05,1000.0,1000.0,1200.0,2.0,GDDR5,256,153.6,1280,,,2.56,,0.16,175,,28,2.8,212.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/radeon-hd-7870-ghz-edition.c339
AMD,Radeon HD 7870 XT,Tahiti,GCN 1.0,Southern Islands(HD 7800),2012-11-19,925.0,975.0,1500.0,2.0,GDDR5,256,192.0,1536,,,3.0,,0.75,185,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.5,https://www.techpowerup.com/gpu-specs/radeon-hd-7870-xt.c1860
AMD,Radeon HD 7870M,Heathrow,GCN 1.0,London(HD 7800M),2012-04-24,800.0,800.0,1000.0,2.0,GDDR5,128,64.0,640,,,1.02,,0.06,45,,28,1.5,123.0,TSMC,PCIe 3.0 x16,,0.25,https://www.techpowerup.com/gpu-specs/radeon-hd-7870m.c387
AMD,Radeon HD 7950,Tahiti,GCN 1.0,Southern Islands(HD 7900),2012-01-31,800.0,800.0,1250.0,3.0,GDDR5,384,240.0,1792,,,2.87,,0.72,200,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/radeon-hd-7950.c307
AMD,Radeon HD 7950 Boost,Tahiti,GCN 1.0,Southern Islands(HD 7900),2012-06-22,850.0,925.0,1250.0,3.0,GDDR5,384,240.0,1792,,,3.31,,0.83,200,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-boost.c1181
AMD,Radeon HD 7950 Monica BIOS 1,Tahiti,GCN 1.0,Southern Islands(HD 7900),2012-01-31,925.0,925.0,1250.0,3.0,GDDR5,384,240.0,1536,,,2.84,,0.71,185,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-monica-bios-1.c3076
AMD,Radeon HD 7950 Monica BIOS 2,Tahiti,GCN 1.0,Southern Islands(HD 7900),2012-01-31,800.0,800.0,1250.0,3.0,GDDR5,384,240.0,768,,,1.23,,0.31,85,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/radeon-hd-7950-monica-bios-2.c3077
AMD,Radeon HD 7950M,Wimbledon,GCN 1.0,London(HD 7900M),2012-04-24,700.0,700.0,1000.0,2.0,GDDR5,256,128.0,1280,,,1.79,,,75,,28,2.8,212.0,TSMC,MXM-B (3.0),,0.5,https://www.techpowerup.com/gpu-specs/radeon-hd-7950m.c1293
AMD,Radeon HD 7970,Tahiti,GCN 1.0,Southern Islands(HD 7900),2012-01-09,925.0,925.0,1375.0,3.0,GDDR5,384,264.0,2048,,,3.79,,0.95,250,,28,4.31,352.0,TSMC,PCIe 3.0 x16,,0.75,https://www.techpowerup.com/gpu-specs/radeon-hd-7970.c296
